Код строки	Оператор	Вид отхода	Маршрут	Подрядчик	Контейнерная площадка	Район обслуживания	Адрес КП	Блок, квартира	Время вывоза	Всего контейнеров	Количество по факту вывоза	Вид контейнера	Вид вывоза бункера	Категория операции	Комментарий	Информация водителю	Приостановлен	Расторгнут	Обратить внимание	По дням недели	пн	вт	ср	чт	пт	сб	вс	1-я нед.	2-я нед.	3-я нед.	4-я нед.	5-я нед.	1 вс	2 пн	3 вт	4 ср	5 чт	6 пт	7 сб	8 вс	9 пн	10 вт	11 ср	12 чт	13 пт	14 сб	15 вс	16 пн	17 вт	18 ср	19 чт	20 пт	21 сб	22 вс	23 пн	24 вт	25 ср	26 чт	27 пт	28 сб	29 вс	30 пн	31 вт	Ответственный	Дата строки
6 611	Чистый двор	ТБО	Л4		Л-738	ленинский район	Нижний Новгород г., Космонавта Комарова ул.13А		8:10:00	4	Нет	1,1					Нет	Нет	Нет	Да	4	4	4	4	4	4	4	Нет	Нет	Нет	Нет	Нет	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	Миронов Д.М.	29.11.2019 7:30:16
16 626	Чистый двор	КГМ	КГМ_Л2		Л-738	ленинский район	Нижний Новгород г., Космонавта Комарова ул.13А		7:26:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 8:49:40
7 150	Чистый двор	ТБО	К3_Мехх		Л-739	ленинский район	Нижний Новгород г., Космонавта Комарова ул.13Б		8:16:00	2	Нет	1,1				Ростелеком	Нет	Нет	Нет	Да		2			2			Нет	Нет	Нет	Нет	Нет			2			2				2			2				2			2				2			2				2	Миронов Д.М.	29.11.2019 7:30:19
7 140	Чистый двор	ТБО	Л4		Л-740	ленинский район	Нижний Новгород г., Космонавта Комарова ул.13В			1	Нет	1,1				Детский сад 269. 252-08-56	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:19
34 602	Чистый двор	КГМ	КГМ_Заявка		Л-740	ленинский район	Нижний Новгород г., Космонавта Комарова ул.13В				Нет	кгм 1м3			по заявке	д/с 269	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 8:49:42
3 539	Чистый двор	ТБО	Л4		Л-1476	ленинский район	Нижний Новгород г., Космонавта Комарова ул.13Г			2	Нет	0,66				Ростелеком	Нет	Нет	Нет	Да		2			2			Нет	Нет	Нет	Нет	Нет			2			2				2			2				2			2				2			2				2	Миронов Д.М.	29.11.2019 7:30:15
6 676	Чистый двор	ТБО	Л1		Л-741	ленинский район	Нижний Новгород г., Космонавта Комарова ул.14		7:40:57	5	Нет	1,1					Нет	Нет	Нет	Да	5	5	5	5	5	5	5	Нет	Нет	Нет	Нет	Нет	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	Миронов Д.М.	29.11.2019 7:30:16
16 627	Чистый двор	КГМ	КГМ_Л1		Л-741	ленинский район	Нижний Новгород г., Космонавта Комарова ул.14		8:20:00	1	Нет	кгм				Видовая площадка	Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 8:49:40
22 707	Чистый двор	ТБО	Бункер 8м3		Л-741	ленинский район	Нижний Новгород г., Космонавта Комарова ул.14			1	Нет	8 м3	Выставить и забрать	ДУК ЛЕН.Р			Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет										1																						Спирина Татьяна Александровна	09.12.2019 11:52:19
18 663	Чистый двор	ТБО	ПЭТ_3 лот		Л-741	ленинский район	Нижний Новгород г., Космонавта Комарова ул.14		10:32:00	1	Нет	1,1рс					Нет	Нет	Нет	Да							1	Нет	Нет	Нет	Нет	Нет	1							1							1							1							1			Миронов Д.М.	29.11.2019 7:30:21
2 152	Чистый двор	ТБО	Л1		Л-1350	ленинский район	Нижний Новгород г., Космонавта Комарова ул.14Г		7:48:04	1	Да	0,25				ВНИМАНИЕ! Записать количество мешков! Пекарня Хлебница, ИП Панина 8 905 190 42 18	Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 7:30:15
4 383	Чистый двор	ТБО	Ф_Газель	Фарбе	Л-1407	ленинский район	Нижний Новгород г., Космонавта Комарова ул.18			1	Нет	1				Пятерочка (Агроторг) б/к 1м3	Нет	Нет	Нет	Да	1	1	1	1	1	1		Нет	Нет	Нет	Нет	Нет		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	Миронов Д.М.	29.11.2019 7:30:15
34 603	Чистый двор	КГМ	КГМ_Заявка		Л-1407	ленинский район	Нижний Новгород г., Космонавта Комарова ул.18				Нет	кгм 1м3			по заявке	д/с 386	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 8:49:42
3 597	Чистый двор	ТБО	Л1		Л-1329	ленинский район	Нижний Новгород г., Космонавта Комарова ул.18б		7:40:57	1	Нет	0,125				Макдональдс,забираем строго 1контейнер 0,125,без мешков	Нет	Нет	Нет	Да		1		1				Нет	Нет	Нет	Нет	Нет			1		1					1		1					1		1					1		1					1	Миронов Д.М.	29.11.2019 7:30:15
33 302	Чистый двор	КГМ	КГМ_Л2		Л-1608	ленинский район	Нижний Новгород г., Космонавта Комарова ул.19А				Нет	кгм 1м3				ПРОФГИГИЕНА	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 8:49:42
33 109	Чистый двор	ТБО	Л4		Л-1608	ленинский район	Нижний Новгород г., Космонавта Комарова ул.19А			1	Нет	0,125				ООО "ПРОФГИГИЕНА 152" 8-950-363-43-43	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:22
7 092	Чистый двор	ТБО	Л4		Л-742	ленинский район	Нижний Новгород г., Космонавта Комарова ул.1А			1	Нет	1,1				Детский сад 386. 252-44-09	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:17
7 056	Чистый двор	ТБО	Л4		Л-743	ленинский район	Нижний Новгород г., Космонавта Комарова ул.2А			1	Нет	1,1				Колледж	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1	1			1			1				1			1				1	Еналиева Марина Александровна	13.12.2019 14:53:45
6 006	Чистый двор	ТБО	Л4		Л-744	ленинский район	Нижний Новгород г., Космонавта Комарова ул.2Б			1	Нет	1,1				Налоговая	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:16
34 600	Чистый двор	КГМ	КГМ_Заявка		Л-745	ленинский район	Нижний Новгород г., Космонавта Комарова ул.2В				Нет	кгм 1м3			по заявке	школа 182	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 8:49:42
7 063	Чистый двор	ТБО	Л4		Л-745	ленинский район	Нижний Новгород г., Космонавта Комарова ул.2В			2	Нет	1,1				Школа №182, 8-902-789-36-36. Замок не заперт.	Нет	Нет	Нет	Да		2		2				Нет	Нет	Нет	Нет	Нет			2		2					2		2					2		2					2		2					2	Миронов Д.М.	29.11.2019 7:30:17
10 527	Чистый двор	ТБО	Л4		Л-1331	ленинский район	Нижний Новгород г., Космонавта Комарова ул.2Г			1	Нет	1,1				СТРОГО после 11:00. ООО "ДОРКИНГ" индейкин дом, 89063660406	Да	Нет	Нет	Да	1		1		1			Нет	Нет	Нет	Нет	Нет		1		1		1			1		1		1			1		1		1			1		1		1			1		Миронов Д.М.	29.11.2019 7:30:21
7 100	Чистый двор	ТБО	Л4		Л-746	ленинский район	Нижний Новгород г., Космонавта Комарова ул.2к1		8:38:00	4	Нет	1,1					Нет	Нет	Нет	Да	4	4	4	4	4	4	4	Нет	Нет	Нет	Нет	Нет	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	Миронов Д.М.	29.11.2019 7:30:17
263	Чистый двор	КГМ	КГМ_Л1		Л-746	ленинский район	Нижний Новгород г., Космонавта Комарова ул.2к1		10:32:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 8:49:42
7 101	Чистый двор	ТБО	Л4		Л-747	ленинский район	Нижний Новгород г., Космонавта Комарова ул.2к2		8:40:00	4	Нет	1,1					Нет	Нет	Нет	Да	4	4	4	4	4	4	4	Нет	Нет	Нет	Нет	Нет	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	Миронов Д.М.	29.11.2019 7:30:17
49 534	Чистый двор	ТБО	Бункер 8м3		Л-747	ленинский район	Нижний Новгород г., Космонавта Комарова ул.2к2				Нет	8 м3				ТСЖ, по заявке	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 7:30:23
264	Чистый двор	КГМ	КГМ_Л1		Л-747	ленинский район	Нижний Новгород г., Космонавта Комарова ул.2к2		10:34:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 8:49:42
16 628	Чистый двор	КГМ	КГМ_Л2		Л-953	ленинский район	Нижний Новгород г., Космонавта Комарова ул.3		7:30:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 8:49:40
6 005	Чистый двор	ТБО	Л4		Л-953	ленинский район	Нижний Новгород г., Космонавта Комарова ул.3		8:22:00	2	Нет	1,1					Нет	Нет	Нет	Да	2	2	2	2	2	2	2	Нет	Нет	Нет	Нет	Нет	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Миронов Д.М.	29.11.2019 7:30:16
16 615	Чистый двор	КГМ	КГМ_Л1		Л-748	ленинский район	Нижний Новгород г., Космонавта Комарова ул.4		8:42:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 8:49:40
6 004	Чистый двор	ТБО	Л4		Л-748	ленинский район	Нижний Новгород г., Космонавта Комарова ул.4		8:26:00	1	Нет	1,1					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 7:30:16
18 664	Чистый двор	ТБО	ПЭТ_3 лот		Л-748	ленинский район	Нижний Новгород г., Космонавта Комарова ул.4		10:38:00	1	Нет	1,1рс					Нет	Нет	Нет	Да							1	Нет	Нет	Нет	Нет	Нет	1							1							1							1							1			Миронов Д.М.	29.11.2019 7:30:21
7 139	Чистый двор	ТБО	Л4		Л-749	ленинский район	Нижний Новгород г., Космонавта Комарова ул.6			1	Нет	1,1				Школа 252 85 95 Вахта	Нет	Нет	Нет	Да		1		1				Нет	Нет	Нет	Нет	Нет			1		1	1				1		1					1		1					1		1					1	Еналиева Марина Александровна	05.12.2019 14:41:53
1 568	Чистый двор	КГМ	Грейфер		Л-750	ленинский район	Нижний Новгород г., Космонавта Комарова ул.7А			1	Нет	кгм					Нет	Нет	Нет	Да								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 8:49:40
267	Чистый двор	КГМ	КГМ_Л2		Л-750	ленинский район	Нижний Новгород г., Космонавта Комарова ул.7А		7:28:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 8:49:42
7 098	Чистый двор	ТБО	Л4		Л-750	ленинский район	Нижний Новгород г., Космонавта Комарова ул.7А		8:24:00	2	Нет	1,1		ЧС ЧД		(!) Вывоз СТРОГО после 7:00. Жалобы.	Нет	Нет	Нет	Да	2	2	2	2	2	2	2	Нет	Нет	Нет	Нет	Нет	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Миронов Д.М.	29.11.2019 7:30:17
12 601	РЭП-2	КГМ	КГМ_С3		С-164	советский район	Нижний Новгород г., Косогорная ул.20		11:14:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:35
9 233	РЭП-2	ТБО	С5		С-164	советский район	Нижний Новгород г., Косогорная ул.20		10:40:00	2	Нет	1,1				ДК 12-00	Нет	Нет	Нет	Да	2	2	2	2	2	2	2	Нет	Нет	Нет	Нет	Нет	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Миронов Д.М.	29.11.2019 9:06:54
12 602	РЭП-2	КГМ	КГМ_С3		С-165	советский район	Нижний Новгород г., Косогорная ул.3		11:16:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:35
9 234	РЭП-2	ТБО	С5		С-165	советский район	Нижний Новгород г., Косогорная ул.3		10:32:00	3	Нет	1,1				ДК 12-00 СТРОГО  после 7:00. Жалобы	Нет	Нет	Нет	Да	3	3	3	3	3	3	3	Нет	Нет	Нет	Нет	Нет	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Миронов Д.М.	29.11.2019 9:06:54
8 433	РЭП-2	ТБО	С2		Н-952	нижегородский район	Нижний Новгород г., Костина ул.13		11:30:00	1	Нет	1,1				средной рынок  8951 904 81 01 въезд в синии ворота со стороны Крупской	Нет	Нет	Нет	Да	1							Нет	Нет	Нет	Нет	Нет		1			1				1			1				1							1							1		Еналиева Марина Александровна	18.12.2019 8:40:30
